Race,Coach,Location,Nation,Opponent,Tournament Name,Variant,Year,Date,Result,# Draws,# Games,# Losses,# Wins,Opponent TDs,T Ds,TDs Against,TDs For,TDs Net,Win %
Orc,android325,United States,,KingofDasea,Twisted Lords Con Blood Bowl Tournament,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Human,asher2021,United States,,etbu7911,Twisted Lords Con Blood Bowl Tournament,BB 2020,2021,7/24/2021,T,1,1,,,3,3,3,3,0,50.0%
Norse,hilzari,United States,United States Of America,russcastronovo,Marina DOOM Invitational,BB 2020,2021,7/24/2021,T,1,1,,,0,0,0,0,0,50.0%
Lizardmen,purpledodo,United Kingdom,,schooma,IOW Sandbowl III,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Imperial Nobility,bloodtithe,United Kingdom,England,Lemf,IOW Sandbowl III,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Underworld Denizens,nubotai,United States,United States Of America,DaCrusha,Marina DOOM Invitational,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Underworld Denizens,nubotai,United States,United States Of America,russcastronovo,Marina DOOM Invitational,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Slann,garyd1787,United Kingdom,England,Belafon,IOW Sandbowl III,BB 2020,2021,7/24/2021,T,1,1,,,2,2,2,2,0,50.0%
Snotling,bpgreenman,United Kingdom,England,primerack,IOW Sandbowl III,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Snotling,ragados,United States,United States Of America,baatosan,Marina DOOM Invitational,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Amazon,tulkas,France,France,Nainvert,Declic Ludik,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Necromantic Horror,obsidian,France,France,Pilaf,Declic Ludik,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Necromantic Horror,Lulu,France,France,Lord_Bojo,Declic Ludik,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Goblin,Pilaf,France,France,Goethals,Declic Ludik,BB 2020,2021,7/24/2021,T,1,1,,,2,2,2,2,0,50.0%
Skaven,Topper,Denmark,Denmark,ryberg,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Chaos Chosen,diggety,Denmark,Denmark,SteelyKnife,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Underworld Denizens,Pete,Denmark,Denmark,ryberg,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Goblin,Elenistar,Czech Republic,Czech Republic,coewolf,Prague Bowl - Quick Snap 8,BB 2020,2021,7/24/2021,T,1,1,,,1,1,1,1,0,50.0%
Amazon,Leonek,Poland,Poland,Mort666,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Chaos Dwarf,xagar,Poland,,Pegaz,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Human,DoTheMario,Poland,,Vini,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Lizardmen,Haram,Poland,Poland,xagar,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Lizardmen,domingo,Poland,Poland,xagar,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Lizardmen,Haram,Poland,Poland,Crowmaster,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Norse,Stikman,Poland,Poland,crazy_cow,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Orc,Vex,Poland,,Cyryl,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Shambling Undead,Grzechu,Poland,,Grab,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Amazon,Leonek,Poland,Poland,Zielu,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Dark Elf,Zielu,Poland,,Stikman,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Skaven,Czeftek,Poland,,Oren,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Wood Elf,redil,Poland,,bialy,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Dark Elf,Zielu,Poland,,Rafal44,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,3,0,3,3,100.0%
Human,DoTheMario,Poland,,ulizzez,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,3,0,3,3,100.0%
Wood Elf,redil,Poland,,mysza,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,3,0,3,3,100.0%
High Elf,Elkolak,Poland,Poland,Crowmaster,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Necromantic Horror,Oren,Poland,Poland,Stikman,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Tomb Kings,Kelpie,Poland,,Smollar,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Tomb Kings,Misiozaurus,Poland,Poland,Unicorn_PL,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
High Elf,Elkolak,Poland,Poland,Duinhir,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Imperial Nobility,Marcepan,Poland,Poland,mysza,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Necromantic Horror,BRaN,Poland,,Cyryl,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Tomb Kings,Brama,Poland,,Marcepan,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Tomb Kings,Brama,Poland,,bialy,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Underworld Denizens,bialy,Poland,Poland,crazy_cow,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Chaos Chosen,Rafal44,Poland,,Oren,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Daemons of Khorne,Smollar,Poland,Poland,crazy_cow,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Slann,mysza,Poland,Poland,Cyryl,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Vampire,Duinhir,Poland,,bialy,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Vampire,Duinhir,Poland,,Cyryl,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,3,0,3,3,100.0%
High Elf,Elkolak,Poland,Poland,bialy,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,2,3,2,3,1,100.0%
Underworld Denizens,bialy,Poland,Poland,mysza,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,2,3,2,3,1,100.0%
Halfling,unicornson,Poland,Poland,redil,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Goblin,Unicorn_PL,Poland,,Grab,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Halfling,ulizzez,Poland,,Smollar,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Halfling,Mort666,Poland,Poland,Unicorn_PL,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Ogre,Grab,Poland,Poland,xagar,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Snotling,teillman,Poland,Poland,Woombat,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Snotling,teillman,Poland,Poland,Vini,Beach Bowl 2021 â North Poland,BB 2020,2021,7/24/2021,W,,1,,1,0,3,0,3,3,100.0%
Orc,android325,United States,,etbu7911,Twisted Lords Con Blood Bowl Tournament,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Amazon,Trefenwyd,United States,United States Of America,ntimitbrutality,Twisted Lords Con Blood Bowl Tournament,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Amazon,Trefenwyd,United States,United States Of America,scottprime,Twisted Lords Con Blood Bowl Tournament,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Human,corav,United States,United States Of America,asher2021,Twisted Lords Con Blood Bowl Tournament,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Amazon,ak_the_snake,United States,United States Of America,etbu7911,Twisted Lords Con Blood Bowl Tournament,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Human,corav,United States,United States Of America,ak_the_snake,Twisted Lords Con Blood Bowl Tournament,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Dwarf,baatosan,United States,,zach0nation,Marina DOOM Invitational,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Chaos Dwarf,Gimli01,United Kingdom,England,cyberduk,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Chaos Dwarf,Gimli01,United Kingdom,England,bpgreenman,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Dark Elf,primerack,United Kingdom,England,bigmekmilt,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Human,felna,United Kingdom,England,gamingwithmike,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Dark Elf,primerack,United Kingdom,England,juck101,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Dark Elf,primerack,United Kingdom,England,Shazam,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,0,3,0,3,3,100.0%
Shambling Undead,russcastronovo,United States,United States Of America,DaCrusha,Marina DOOM Invitational,BB 2020,2021,7/24/2021,W,,1,,1,0,3,0,3,3,100.0%
Norse,bigmekmilt,United Kingdom,England,felna,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,1,4,1,4,3,100.0%
Daemons of Khorne,mother_chucker,United States,United States Of America,hilzari,Marina DOOM Invitational,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Daemons of Khorne,mother_chucker,United States,United States Of America,ragados,Marina DOOM Invitational,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Imperial Nobility,bloodtithe,United Kingdom,England,felna,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Underworld Denizens,HalfHawk,United Kingdom,Scotland,Belafon,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,1,3,1,3,2,100.0%
Slann,garyd1787,United Kingdom,England,gamingwithmike,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,2,3,2,3,1,100.0%
Underworld Denizens,nubotai,United States,United States Of America,zach0nation,Marina DOOM Invitational,BB 2020,2021,7/24/2021,W,,1,,1,1,4,1,4,3,100.0%
Snotling,ragados,United States,United States Of America,zach0nation,Marina DOOM Invitational,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Snotling,mrroberto,United Kingdom,England,Bobafettsmum,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Halfling,copemon,United Kingdom,England,garyd1787,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Snotling,mrroberto,United Kingdom,England,cyberduk,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Snotling,bpgreenman,United Kingdom,England,Bobafettsmum,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Halfling,schooma,United Kingdom,England,garyd1787,IOW Sandbowl III,BB 2020,2021,7/24/2021,W,,1,,1,1,3,1,3,2,100.0%
Amazon,Nainvert,France,,yoshi74,Declic Ludik,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Necromantic Horror,Lulu,France,France,tulkas,Declic Ludik,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Imperial Nobility,Lord_Bojo,France,France,Goethals,Declic Ludik,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Goblin,Pilaf,France,France,tulkas,Declic Ludik,BB 2020,2021,7/24/2021,W,,1,,1,0,3,0,3,3,100.0%
Orc,kervin,Denmark,Denmark,foremanmike,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Dark Elf,Storr,Denmark,Andorra,diggety,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Dwarf,ryberg,Denmark,,bigbrosky,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Dwarf,ryberg,Denmark,,sherbie75,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Dwarf,foremanmike,Denmark,,dromo,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Skaven,cbraw,Denmark,Denmark,foulappearance,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,0,3,0,3,3,100.0%
Shambling Undead,Vampire,Czech Republic,Czech Republic,Johniczech,Prague Bowl - Quick Snap 8,BB 2020,2021,7/24/2021,W,,1,,1,1,3,1,3,2,100.0%
Skaven,Topper,Denmark,Denmark,kervin,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,1,3,1,3,2,100.0%
Human,bigbrosky,Denmark,,dromo,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,2,3,2,3,1,100.0%
Skaven,Topper,Denmark,Denmark,foremanmike,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,0,6,0,6,6,100.0%
Necromantic Horror,hargrim,Denmark,Denmark,SteelyKnife,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,0,1,0,1,1,100.0%
Chaos Chosen,diggety,Denmark,Denmark,dromo,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
High Elf,mattius,Czech Republic,Czech Republic,Elenistar,Prague Bowl - Quick Snap 8,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Nurgle,sherbie75,Denmark,Denmark,diggety,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Underworld Denizens,Pete,Denmark,Denmark,kervin,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,0,2,0,2,2,100.0%
Necromantic Horror,hargrim,Denmark,Denmark,foulappearance,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Underworld Denizens,Pete,Denmark,Denmark,sherbie75,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,1,2,1,2,1,100.0%
Imperial Nobility,foulappearance,Denmark,Denmark,foremanmike,Aros BB-Cup 2021,BB 2020,2021,7/24/2021,W,,1,,1,0,3,0,3,3,100.0%
Chaos Dwarf,DevilForce,Spain,,opnicus,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Chaos Dwarf,DevilForce,Spain,,LEGOLAS74,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Dark Elf,seanphoenix87,United Kingdom,England,BROCKdodge,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Dwarf,maccbowl,United Kingdom,Ireland,Padster,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Dwarf,Velrys,Spain,Spain,oberon_nix,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Dwarf,Espartanoks,Spain,Spain,Kolmena_Morena,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Human,LordPuto,Spain,Spain,oberon_nix,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Norse,Clement0,France,France,MordecaÃ¯n,Kassolard Bowl,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Norse,oberon_nix,Spain,Spain,LC_kami,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Old World Alliance,Barnacles,United Kingdom,Wales,dragonborn,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Dark Elf,seanphoenix87,United Kingdom,England,GORGOROTH,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,L,,1,1,,2,0,2,0,-2,0.0%
Human,dracoia,United Kingdom,England,Banses,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,L,,1,1,,2,0,2,0,-2,0.0%
Human,dracoia,United Kingdom,England,boldfox,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,L,,1,1,,2,0,2,0,-2,0.0%
Lizardmen,MightyRig,United Kingdom,Undisclosed,TheRake,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,L,,1,1,,2,0,2,0,-2,0.0%
Lizardmen,Daubs,United Kingdom,Wales,boynamedsue,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,L,,1,1,,2,0,2,0,-2,0.0%
Norse,Clement0,France,France,tulkas,Kassolard Bowl,BB 2020,2021,7/25/2021,L,,1,1,,2,0,2,0,-2,0.0%
Norse,Turbonitro,Spain,Spain,LadyPuto,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,2,0,2,0,-2,0.0%
Orc,marionetas,Spain,Spain,NEVIL,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,2,0,2,0,-2,0.0%
Human,polux,Spain,,LadyPuto,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,3,0,3,0,-3,0.0%
Norse,Alameda54,Spain,,LEGOLAS74,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,3,0,3,0,-3,0.0%
Norse,Alameda54,Spain,,ljota,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,4,0,4,0,-4,0.0%
Norse,Banses,United Kingdom,,cornish,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,L,,1,1,,5,0,5,0,-5,0.0%
Dark Elf,opnicus,Spain,Spain,LC_kami,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,2,1,2,1,-1,0.0%
Dwarf,LEGOLAS74,Spain,Spain,oberon_nix,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,2,1,2,1,-1,0.0%
Orc,LittleYoshi1979,United Kingdom,England,Padster,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,L,,1,1,,2,1,2,1,-1,0.0%
Daemons of Khorne,molinet,Spain,Spain,MiniGhost,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Vampire,NEVIL,Spain,Spain,LordPuto,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Vampire,NEVIL,Spain,Spain,Turbonitro,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Imperial Nobility,ljota,Spain,Undisclosed,polux,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,2,0,2,0,-2,0.0%
Necromantic Horror,Quizz,France,France,MordecaÃ¯n,Kassolard Bowl,BB 2020,2021,7/25/2021,L,,1,1,,2,0,2,0,-2,0.0%
Nurgle,Jojo_starfish,France,France,Caracolito,Kassolard Bowl,BB 2020,2021,7/25/2021,L,,1,1,,2,0,2,0,-2,0.0%
Nurgle,Jojo_starfish,France,France,Fnyrksz,Kassolard Bowl,BB 2020,2021,7/25/2021,L,,1,1,,3,0,3,0,-3,0.0%
Tomb Kings,aburgos,Spain,Spain,opnicus,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,3,0,3,0,-3,0.0%
Elf Union,Fnyrksz,France,France,Helborg,Kassolard Bowl,BB 2020,2021,7/25/2021,L,,1,1,,2,1,2,1,-1,0.0%
Necromantic Horror,pidrito,Spain,,LordPuto,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,2,1,2,1,-1,0.0%
Snotling,Kolmena_Morena,Spain,Spain,polux,II Madre de tus bowls,BB 2020,2021,7/25/2021,L,,1,1,,1,0,1,0,-1,0.0%
Orc,marionetas,Spain,Spain,polux,II Madre de tus bowls,BB 2020,2021,7/25/2021,T,1,1,,,0,0,0,0,0,50.0%
Amazon,unwarysi,United Kingdom,England,lord_chelmsford,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Chaos Dwarf,dragonborn,United Kingdom,England,Banses,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Dark Elf,thebymster,United Kingdom,Wales,shortstack,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Dwarf,Velrys,Spain,Spain,NEVIL,II Madre de tus bowls,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Lizardmen,MightyRig,United Kingdom,Undisclosed,Barnacles,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Skaven,LORD_BONAN,United Kingdom,Wales,trollface,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Orc,LittleYoshi1979,United Kingdom,England,unwarysi,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,T,1,1,,,2,2,2,2,0,50.0%
Chaos Renegade,Helborg,France,France,Caracolito,Kassolard Bowl,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Necromantic Horror,pidrito,Spain,,ljota,II Madre de tus bowls,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Slann,boynamedsue,United Kingdom,England,shortstack,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Tomb Kings,boldfox,United Kingdom,England,obsydyan,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Tomb Kings,aburgos,Spain,Spain,MiniGhost,II Madre de tus bowls,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Daemons of Khorne,molinet,Spain,Spain,LadyPuto,II Madre de tus bowls,BB 2020,2021,7/25/2021,T,1,1,,,2,2,2,2,0,50.0%
Necromantic Horror,Quizz,France,France,Helborg,Kassolard Bowl,BB 2020,2021,7/25/2021,T,1,1,,,2,2,2,2,0,50.0%
Slann,boynamedsue,United Kingdom,England,cornish,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,T,1,1,,,2,2,2,2,0,50.0%
Underworld Denizens,wobert,United Kingdom,England,GORGOROTH,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,T,1,1,,,2,2,2,2,0,50.0%
Ogre,Sparky,United Kingdom,England,dracoia,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,T,1,1,,,0,0,0,0,0,50.0%
Ogre,Sparky,United Kingdom,England,thebymster,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Ogre,MordecaÃ¯n,France,France,Runes,Kassolard Bowl,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Snotling,Kolmena_Morena,Spain,Spain,Turbonitro,II Madre de tus bowls,BB 2020,2021,7/25/2021,T,1,1,,,1,1,1,1,0,50.0%
Norse,Turbonitro,Spain,Spain,aburgos,II Madre de tus bowls,BB 2020,2021,7/25/2021,W,,1,,1,0,1,0,1,1,100.0%
Norse,TheRake,United Kingdom,England,boldfox,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,W,,1,,1,0,1,0,1,1,100.0%
Skaven,LORD_BONAN,United Kingdom,Wales,Padster,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,W,,1,,1,0,1,0,1,1,100.0%
Amazon,unwarysi,United Kingdom,England,Sparky,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,W,,1,,1,0,2,0,2,2,100.0%
Chaos Dwarf,DevilForce,Spain,,Espartanoks,II Madre de tus bowls,BB 2020,2021,7/25/2021,W,,1,,1,0,2,0,2,2,100.0%
Dwarf,Espartanoks,Spain,Spain,Alameda54,II Madre de tus bowls,BB 2020,2021,7/25/2021,W,,1,,1,0,2,0,2,2,100.0%
Human,LordPuto,Spain,Spain,molinet,II Madre de tus bowls,BB 2020,2021,7/25/2021,W,,1,,1,0,2,0,2,2,100.0%
Norse,idroj,Spain,Spain,ljota,II Madre de tus bowls,BB 2020,2021,7/25/2021,W,,1,,1,0,2,0,2,2,100.0%
Norse,Clement0,France,France,Caracolito,Kassolard Bowl,BB 2020,2021,7/25/2021,W,,1,,1,0,2,0,2,2,100.0%
Skaven,LORD_BONAN,United Kingdom,Wales,kid_cantcomplain,B.I.B.B.B.L Bashers Cup III,BB 2020,2021,7/25/2021,W,,1,,1,0,2,0,2,2,100.0%
Dark Elf,opnicus,Spain,Spain,idroj,II Madre de tus bowls,BB 2020,2021,7/25/2021,W,,1,,1,1,2,1,2,1,100.0%
Dwarf,Velrys,Spain,Spain,marionetas,II Madre de tus bowls,BB 2020,2021,7/25/2021,W,,1,,1,1,2,1,2,1,100.0%
